Entry	Entry name	Length	Gene names  (ordered locus )	Gene ontology IDs	Cross-reference (InterPro)	Keywords	Keyword ID
P07014	SDHB_ECOLI	238	b0724 JW0714	GO:0005886; GO:0006099; GO:0008177; GO:0009055; GO:0009060; GO:0022904; GO:0046872; GO:0051536; GO:0051537; GO:0051538; GO:0051539	IPR036010;IPR001041;IPR017896;IPR017900;IPR012675;IPR009051;IPR004489;IPR025192;	2Fe-2S;3D-structure;3Fe-4S;4Fe-4S;Cell inner membrane;Cell membrane;Direct protein sequencing;Electron transport;Iron;Iron-sulfur;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Transport;Tricarboxylic acid cycle	KW-0001; KW-0002; KW-0003; KW-0004; KW-0249; KW-0408; KW-0411; KW-0472; KW-0479; KW-0560; KW-0813; KW-0816; KW-0903; KW-0997; KW-1003; KW-1185
P0A840	SURE_ECOLI	253	b2744 JW2714	GO:0000166; GO:0004309; GO:0005737; GO:0008253; GO:0008254; GO:0030145; GO:0046050	IPR030048;IPR002828;IPR036523;	Cobalt;Cytoplasm;Hydrolase;Magnesium;Manganese;Metal-binding;Nickel;Nucleotide-binding;Reference proteome;Zinc	KW-0170; KW-0378; KW-0460; KW-0464; KW-0479; KW-0533; KW-0547; KW-0862; KW-0963; KW-1185
P08312	SYFA_ECOLI	327	b1714 JW5277	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0005829; GO:0006432; GO:0009328	IPR006195;IPR004529;IPR004530;IPR004188;IPR022911;IPR002319;IPR010978;	3D-structure;ATP-binding;Aminoacyl-tRNA synthetase;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome	KW-0002; KW-0030; KW-0067; KW-0436; KW-0460; KW-0479; KW-0547; KW-0648; KW-0963; KW-1185
P76423	THIM_ECOLI	262	b2104 JW2091	GO:0000287; GO:0004417; GO:0005524; GO:0005829; GO:0009229; GO:0036172; GO:0042802; GO:0052673	IPR000417;IPR029056;	ATP-binding;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Thiamine biosynthesis;Transferase	KW-0067; KW-0418; KW-0460; KW-0479; KW-0547; KW-0784; KW-0808; KW-1185
P0A7X3	RS9_ECOLI	130	b3230 JW3199	GO:0000049; GO:0003723; GO:0003735; GO:0005829; GO:0006412; GO:0015935; GO:0022627	IPR020568;IPR014721;IPR000754;IPR023035;IPR020574;	3D-structure;Direct protein sequencing;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;tRNA-binding	KW-0002; KW-0687; KW-0689; KW-0694; KW-0820; KW-0903; KW-1185
P0AFX4	RSD_ECOLI	158	b3995 JW3959	GO:0005737; GO:0016989	IPR038309;IPR023785;IPR007448;	3D-structure;Cytoplasm;Reference proteome;Transcription;Transcription regulation	KW-0002; KW-0804; KW-0805; KW-0963; KW-1185
P75893	RUTF_ECOLI	164	b1007 JW5138	GO:0006208; GO:0006212; GO:0008752; GO:0010181; GO:0019740; GO:0042602; GO:0052874	IPR002563;IPR019917;IPR012349;	FMN;Flavoprotein;NAD;Oxidoreductase;Reference proteome	KW-0285; KW-0288; KW-0520; KW-0560; KW-1185
P0ACM2	RSPR_ECOLI	228	b1540 JW1533	GO:0003677; GO:0003700	IPR011711;IPR008920;IPR000524;IPR036388;IPR036390;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0804; KW-0805; KW-1185
P18392	RSTB_ECOLI	433	b1609 JW1601	GO:0000155; GO:0005524; GO:0005886; GO:0005887; GO:0007165; GO:0018106; GO:0046777	IPR003660;IPR003594;IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0067; KW-0418; KW-0472; KW-0547; KW-0597; KW-0808; KW-0812; KW-0902; KW-0997; KW-1003; KW-1133; KW-1185
P76273	RSMF_ECOLI	479	b1835 JW5301	GO:0001510; GO:0003723; GO:0005737; GO:0009383; GO:0070475	IPR018314;IPR031341;IPR001678;IPR027391;IPR011023;IPR023267;IPR023545;IPR029063;	3D-structure;Cytoplasm;Methyltransferase;RNA-binding;Reference proteome;S-adenosyl-L-methionine;Transferase;rRNA processing	KW-0002; KW-0489; KW-0694; KW-0698; KW-0808; KW-0949; KW-0963; KW-1185
P33018	SFGH2_ECOLI	278	b2154 JW2141	GO:0004416; GO:0005829; GO:0018738; GO:0032991; GO:0042802; GO:0046294; GO:0051289; GO:0052689	IPR029058;IPR000801;IPR014186;	Hydrolase;Reference proteome;Serine esterase	KW-0378; KW-0719; KW-1185
P00961	SYGB_ECOLI	689	b3559 JW3530	GO:0004814; GO:0004820; GO:0005524; GO:0005829; GO:0006420; GO:0006426	IPR008909;IPR015944;IPR006194;	ATP-binding;Aminoacyl-tRNA synthetase;Cytoplasm;Direct protein sequencing;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome	KW-0030; KW-0067; KW-0436; KW-0547; KW-0648; KW-0903; KW-0963; KW-1185
P76422	THID_ECOLI	266	b2103 JW2090	GO:0005524; GO:0005829; GO:0008902; GO:0008972; GO:0009228; GO:0009229; GO:0016310	IPR004399;IPR013749;IPR029056;	ATP-binding;Direct protein sequencing;Kinase;Nucleotide-binding;Reference proteome;Thiamine biosynthesis;Transferase	KW-0067; KW-0418; KW-0547; KW-0784; KW-0808; KW-0903; KW-1185
P77163	TFAR_ECOLI	191	b1373 JW1367		IPR003458;	Reference proteome	KW-1185
P62601	TREF_ECOLI	549	b3519 JW3487	GO:0004555; GO:0005737; GO:0005993; GO:0071474	IPR008928;IPR012341;IPR023715;IPR001661;IPR018232;	Cytoplasm;Direct protein sequencing;Glycosidase;Hydrolase;Reference proteome	KW-0326; KW-0378; KW-0903; KW-0963; KW-1185
P0ABU9	TOLQ_ECOLI	230	b0737 JW0727	GO:0005886; GO:0005887; GO:0007049; GO:0016021; GO:0017038; GO:0030313; GO:0032153; GO:0043213; GO:0051301	IPR002898;IPR014163;	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0131; KW-0132; KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185
P02930	TOLC_ECOLI	493	b3035 JW5503	GO:0005216; GO:0009279; GO:0009636; GO:0014070; GO:0015125; GO:0015288; GO:0015562; GO:0015721; GO:0016021; GO:0030288; GO:0034220; GO:0042493; GO:0042802; GO:0042930; GO:0045203; GO:0046677; GO:0047485; GO:1990196; GO:1990281	IPR003423;IPR010130;	3D-structure;Antibiotic resistance;Cell outer membrane;Direct protein sequencing;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane beta strand;Transport	KW-0002; KW-0046; KW-0472; KW-0677; KW-0732; KW-0812; KW-0813; KW-0903; KW-0998; KW-1134; KW-1185
P76403	TRHP_ECOLI	453	b2081 JW2066	GO:0002098; GO:0005829; GO:0006400; GO:0008233	IPR001539;IPR032525;	Hydrolase;Protease;Reference proteome;tRNA processing	KW-0378; KW-0645; KW-0819; KW-1185
P05847	TTDA_ECOLI	303	b3061 JW3033	GO:0008730; GO:0046872; GO:0051539; GO:1901275	IPR004646;	4Fe-4S;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome	KW-0004; KW-0408; KW-0411; KW-0456; KW-0479; KW-1185
P33021	NUPX_ECOLI	416	b2161 JW2148	GO:0005337; GO:0005886; GO:0005887; GO:0015293; GO:1901642	IPR008276;IPR018270;IPR011657;IPR002668;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P16690	PHNN_ECOLI	185	b4094 JW4055	GO:0005524; GO:0005829; GO:0006015; GO:0009435; GO:0019634; GO:0033863	IPR008145;IPR027417;IPR012699;	ATP-binding;Nucleotide-binding;Reference proteome;Transferase	KW-0067; KW-0547; KW-0808; KW-1185
P45548	PHP_ECOLI	292	b3379 JW3342	GO:0008270; GO:0009056; GO:0016788	IPR017947;IPR032466;IPR001559;	3D-structure;Direct protein sequencing;Hydrolase;Metal-binding;Reference proteome;Zinc	KW-0002; KW-0378; KW-0479; KW-0862; KW-0903; KW-1185
P29745	PEPT_ECOLI	408	b1127 JW1113	GO:0005829; GO:0006518; GO:0008237; GO:0008270; GO:0043171; GO:0045148	IPR001261;IPR036264;IPR002933;IPR011650;IPR010161;	3D-structure;Aminopeptidase;Cytoplasm;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc	KW-0002; KW-0031; KW-0378; KW-0479; KW-0482; KW-0645; KW-0862; KW-0963; KW-1185
P0ADY3	RL14_ECOLI	123	b3310 JW3272	GO:0003735; GO:0005829; GO:0006412; GO:0022625; GO:0070180	IPR036853;IPR000218;IPR005745;IPR019972;	3D-structure;Direct protein sequencing;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding	KW-0002; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185
P37745	RMLC_ECOLI	185	b2038 JW2023	GO:0005829; GO:0006974; GO:0008830; GO:0009103; GO:0009243; GO:0009411; GO:0019305; GO:0045226; GO:0046677	IPR000888;IPR014710;IPR011051;	Carbohydrate metabolism;Isomerase;Lipopolysaccharide biosynthesis;Reference proteome	KW-0119; KW-0413; KW-0448; KW-1185
P52130	RNLB_ECOLI	123	b2631 JW5418	GO:0060702	IPR031834;	Reference proteome;Toxin-antitoxin system	KW-1185; KW-1277
P76149	SAD_ECOLI	462	b1525 JW5247	GO:0004030; GO:0004777; GO:0006527; GO:0006807; GO:0009013; GO:0009447; GO:0009450; GO:0036243	IPR016161;IPR016163;IPR016160;IPR016162;IPR015590;IPR044148;	NADP;Oxidoreductase;Reference proteome	KW-0521; KW-0560; KW-1185
P0A823	SFSA_ECOLI	234	b0146 JW0142	GO:0003677; GO:0006355; GO:0045893	IPR005224;IPR040452;IPR041465;	3D-structure;DNA-binding;Reference proteome	KW-0002; KW-0238; KW-1185
P0AGM5	SIRB1_ECOLI	269	b1214 JW1205		IPR032698;	Reference proteome	KW-1185
P76145	TAM_ECOLI	252	b1519 JW1512	GO:0005829; GO:0030798; GO:0032259	IPR041698;IPR029063;IPR023506;IPR023149;	Cytoplasm;Direct protein sequencing;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase	KW-0489; KW-0808; KW-0903; KW-0949; KW-0963; KW-1185
P0A6Q6	FABZ_ECOLI	151	b0180 JW0175	GO:0004317; GO:0005737; GO:0006633; GO:0008659; GO:0008693; GO:0009245; GO:0042802; GO:0047451	IPR013114;IPR010084;IPR029069;	3D-structure;Cytoplasm;Direct protein sequencing;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Lyase;Reference proteome	KW-0002; KW-0441; KW-0443; KW-0444; KW-0456; KW-0903; KW-0963; KW-1185
P76555	EUTQ_ECOLI	233	b2460 JW2444	GO:0046336	IPR010424;IPR014710;IPR011051;	Bacterial microcompartment;Kinase;Reference proteome;Transferase	KW-0418; KW-0808; KW-1185; KW-1283
P77733	FOCB_ECOLI	282	b2492 JW2477	GO:0005886; GO:0005887; GO:0015499; GO:0015724; GO:0019664	IPR023271;IPR000292;IPR024002;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P33235	FLGK_ECOLI	547	b1082 JW1069	GO:0005198; GO:0005576; GO:0009424; GO:0044780	IPR001444;IPR010930;IPR002371;	Bacterial flagellum;Reference proteome;Secreted	KW-0964; KW-0975; KW-1185
P10121	FTSY_ECOLI	497	b3464 JW3429	GO:0003924; GO:0005047; GO:0005525; GO:0005829; GO:0005886; GO:0006605; GO:0006614; GO:0016020; GO:0019897; GO:0031226	IPR003593;IPR027417;IPR013822;IPR004390;IPR036225;IPR000897;IPR042101;	3D-structure;Cell inner membrane;Cell membrane;Cytoplasm;Direct protein sequencing;GTP-binding;Membrane;Nucleotide-binding;Receptor;Reference proteome	KW-0002; KW-0342; KW-0472; KW-0547; KW-0675; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185
P0A9C9	GLPX_ECOLI	336	b3925 JW3896	GO:0005737; GO:0006071; GO:0006094; GO:0030145; GO:0030388; GO:0042132	IPR004464;	3D-structure;Carbohydrate metabolism;Cytoplasm;Hydrolase;Manganese;Metal-binding;Reference proteome	KW-0002; KW-0119; KW-0378; KW-0464; KW-0479; KW-0963; KW-1185
P10346	GLNQ_ECOLI	240	b0809 JW0794	GO:0005524; GO:0005886; GO:0015424; GO:0042626	IPR003593;IPR030679;IPR003439;IPR017871;IPR027417;	ATP-binding;Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transport	KW-0029; KW-0067; KW-0472; KW-0547; KW-0813; KW-0997; KW-1003; KW-1185
P0A825	GLYA_ECOLI	417	b2551 JW2535	GO:0004372; GO:0005737; GO:0005829; GO:0006546; GO:0006564; GO:0006565; GO:0006730; GO:0008270; GO:0016020; GO:0019264; GO:0030170; GO:0035999; GO:0042802; GO:0046653; GO:0046655; GO:0050897; GO:0070905	IPR015424;IPR015422;IPR015421;IPR001085;IPR019798;IPR039429;	3D-structure;Acetylation;Amino-acid biosynthesis;Cytoplasm;Direct protein sequencing;One-carbon metabolism;Pyridoxal phosphate;Reference proteome;Transferase	KW-0002; KW-0007; KW-0028; KW-0554; KW-0663; KW-0808; KW-0903; KW-0963; KW-1185
P0CF43	INSC4_ECOLI	121	b2861 JW2829	GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;	DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition	KW-0233; KW-0238; KW-0814; KW-0815; KW-1185
P37769	KDUD_ECOLI	253	b2842 JW2810	GO:0008678; GO:0016616; GO:0019698; GO:0033764; GO:0042840; GO:0047001; GO:0051287; GO:0102635	IPR011286;IPR036291;IPR020904;IPR002347;	NAD;Oxidoreductase;Reference proteome	KW-0520; KW-0560; KW-1185
P39399	LGOR_ECOLI	304	b4357 JW5792	GO:0003677; GO:0003700; GO:0006355; GO:0019584	IPR011711;IPR008920;IPR000524;IPR036388;IPR036390;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	KW-0010; KW-0238; KW-0804; KW-0805; KW-1185
P37005	LAST_ECOLI	228	b4403 JW4366	GO:0002128; GO:0003723; GO:0005829; GO:0052665; GO:0052666	IPR029028;IPR004384;IPR001537;IPR029026;	Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase	KW-0489; KW-0808; KW-0949; KW-1185
P0ADF3	LPRH_ECOLI	33	b3782 JW3755	GO:0031555		Leader peptide;Reference proteome	KW-0428; KW-1185
P25894	LOIP_ECOLI	252	b2936 JW2903	GO:0004222; GO:0008237; GO:0009279; GO:0034605; GO:0034644; GO:0046872; GO:0071476	IPR001915;	Cell outer membrane;Disulfide bond;Hydrolase;Lipoprotein;Membrane;Metal-binding;Metalloprotease;Palmitate;Protease;Reference proteome;Signal;Stress response;Zinc	KW-0346; KW-0378; KW-0449; KW-0472; KW-0479; KW-0482; KW-0564; KW-0645; KW-0732; KW-0862; KW-0998; KW-1015; KW-1185
P24174	MANC_ECOLI	478	b2049 JW2034	GO:0004475; GO:0005525; GO:0006972; GO:0009103; GO:0009242; GO:0009298	IPR006375;IPR001538;IPR005835;IPR029044;IPR014710;IPR011051;	Capsule biogenesis/degradation;GTP-binding;Lipopolysaccharide biosynthesis;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0342; KW-0448; KW-0547; KW-0548; KW-0808; KW-0972; KW-1185
P75826	LYSO_ECOLI	299	b0874 JW0858	GO:0005886; GO:0005887; GO:0015661; GO:1903401	IPR005642;	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0029; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P28635	METQ_ECOLI	271	b0197 JW0193	GO:0030288; GO:0046658; GO:0048473; GO:0055052	IPR004872;	3D-structure;Amino-acid transport;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transport	KW-0002; KW-0029; KW-0449; KW-0472; KW-0564; KW-0732; KW-0813; KW-1003; KW-1185
P0A7C6	PEPE_ECOLI	229	b4021 JW3981	GO:0005737; GO:0008233; GO:0008236; GO:0016805	IPR029062;IPR005320;IPR023172;	Cytoplasm;Dipeptidase;Hydrolase;Protease;Reference proteome;Serine protease	KW-0224; KW-0378; KW-0645; KW-0720; KW-0963; KW-1185
P69874	POTA_ECOLI	378	b1126 JW1112	GO:0000166; GO:0005524; GO:0005886; GO:0015417; GO:0015594; GO:0015847; GO:0016887; GO:0043190; GO:1903711	IPR003593;IPR017879;IPR003439;IPR017871;IPR008995;IPR027417;IPR005893;IPR013611;	ATP-binding;Cell inner membrane;Cell membrane;Direct protein sequencing;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport	KW-0067; KW-0472; KW-0547; KW-0813; KW-0903; KW-0997; KW-1003; KW-1185; KW-1278
P31134	POTG_ECOLI	377	b0855 JW5818	GO:0005524; GO:0015594; GO:0015847; GO:0043190	IPR003593;IPR003439;IPR017871;IPR008995;IPR027417;IPR005893;IPR013611;	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport	KW-0067; KW-0472; KW-0547; KW-0813; KW-0997; KW-1003; KW-1185; KW-1278
P0AAH8	SAPF_ECOLI	268	b1290 JW1283	GO:0005524; GO:0005886; GO:0015489; GO:0015847; GO:0042626	IPR003593;IPR003439;IPR017871;IPR027417;	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transport	KW-0067; KW-0472; KW-0547; KW-0813; KW-0997; KW-1003; KW-1185
P51025	SFGH1_ECOLI	277	b0355 JW0346	GO:0005829; GO:0018738; GO:0046292; GO:0046294; GO:0052689	IPR029058;IPR000801;IPR014186;	Hydrolase;Reference proteome;Serine esterase	KW-0378; KW-0719; KW-1185
P0AGC3	SLT_ECOLI	645	b4392 JW4355	GO:0004553; GO:0008932; GO:0008933; GO:0009253; GO:0009274; GO:0016020; GO:0016829; GO:0030288; GO:0071555	IPR023346;IPR037061;IPR012289;IPR008939;IPR000189;IPR008258;	3D-structure;Cell wall biogenesis/degradation;Direct protein sequencing;Disulfide bond;Lyase;Periplasm;Reference proteome;Signal	KW-0002; KW-0456; KW-0574; KW-0732; KW-0903; KW-0961; KW-1015; KW-1185
P37194	SLP_ECOLI	188	b3506 JW3474	GO:0009279; GO:0019867; GO:0042802	IPR004658;	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	KW-0449; KW-0472; KW-0564; KW-0732; KW-0998; KW-1185
P77444	SUFS_ECOLI	406	b1680 JW1670	GO:0001887; GO:0005737; GO:0006534; GO:0006790; GO:0009000; GO:0016226; GO:0030170; GO:0031071; GO:0031162	IPR000192;IPR020578;IPR010970;IPR015424;IPR015422;IPR015421;	3D-structure;Cytoplasm;Direct protein sequencing;Lyase;Pyridoxal phosphate;Reference proteome;Transferase	KW-0002; KW-0456; KW-0663; KW-0808; KW-0903; KW-0963; KW-1185
P31549	THIP_ECOLI	536	b0067 JW0066	GO:0005886; GO:0015234; GO:0016021; GO:0071934	IPR000515;IPR035906;IPR005947;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0677; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P31133	POTF_ECOLI	370	b0854 JW0838	GO:0015847; GO:0019810; GO:0030288	IPR006059;IPR001188;	3D-structure;Direct protein sequencing;Disulfide bond;Periplasm;Reference proteome;Signal;Transport	KW-0002; KW-0574; KW-0732; KW-0813; KW-0903; KW-1015; KW-1185
P15640	PUR2_ECOLI	429	b4005 JW3969	GO:0004637; GO:0005524; GO:0006164; GO:0006189; GO:0006974; GO:0009113; GO:0016887; GO:0046872	IPR011761;IPR013815;IPR016185;IPR020561;IPR000115;IPR020560;IPR037123;IPR020559;IPR020562;IPR011054;	3D-structure;ATP-binding;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Purine biosynthesis;Reference proteome	KW-0002; KW-0067; KW-0436; KW-0460; KW-0464; KW-0479; KW-0547; KW-0658; KW-1185
P64534	RCNB_ECOLI	112	b2107 JW5346	GO:0005507; GO:0005829; GO:0006974; GO:0010045; GO:0030288; GO:0032025; GO:1901652	IPR024572;	Direct protein sequencing;Periplasm;Reference proteome;Signal	KW-0574; KW-0732; KW-0903; KW-1185
P75745	PXPC_ECOLI	310	b0712 JW0702	GO:0005524; GO:0005829; GO:0017168	IPR003778;IPR029000;	3D-structure;ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome	KW-0002; KW-0067; KW-0378; KW-0547; KW-1185
P39838	RCSD_ECOLI	890	b2216 JW2204	GO:0000155; GO:0000160; GO:0005524; GO:0005886; GO:0005887; GO:0009927; GO:0016774; GO:0046777	IPR003594;IPR036890;IPR005467;IPR036641;IPR030861;IPR032306;IPR038616;IPR008207;	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0002; KW-0067; KW-0418; KW-0472; KW-0547; KW-0597; KW-0808; KW-0812; KW-0902; KW-0997; KW-1003; KW-1133; KW-1185
P25740	RFAG_ECOLI	374	b3631 JW3606	GO:0008919; GO:0009244; GO:0016757	IPR001296;IPR028098;	3D-structure;Glycosyltransferase;Lipopolysaccharide biosynthesis;Reference proteome;Transferase	KW-0002; KW-0328; KW-0448; KW-0808; KW-1185
P75817	RLMC_ECOLI	375	b0859 JW0843	GO:0005506; GO:0016436; GO:0051539; GO:0070041; GO:0070475	IPR011825;IPR030390;IPR030391;IPR029063;IPR010280;	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;rRNA processing	KW-0004; KW-0408; KW-0411; KW-0479; KW-0489; KW-0698; KW-0808; KW-0949; KW-1185
P37351	RPIB_ECOLI	149	b4090 JW4051	GO:0004751; GO:0008786; GO:0009052; GO:0016853; GO:0019316	IPR004785;IPR003500;IPR036569;	3D-structure;Carbohydrate metabolism;Isomerase;Reference proteome	KW-0002; KW-0119; KW-0413; KW-1185
P58042	RZOR_ECOLI	61	b4528 JW5213	GO:0009279; GO:0019076; GO:0019835	IPR010346;	Cell outer membrane;Cytolysis;Disulfide bond;Host cell lysis by virus;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Viral release from host cell	KW-0204; KW-0449; KW-0472; KW-0564; KW-0578; KW-0732; KW-0998; KW-1015; KW-1185; KW-1188
P0ADX9	RSMD_ECOLI	198	b3465 JW3430	GO:0003676; GO:0052913; GO:0070475	IPR002052;IPR004398;IPR029063;	3D-structure;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;rRNA processing	KW-0002; KW-0489; KW-0698; KW-0808; KW-0949; KW-1185
P76182	RSXD_ECOLI	352	b1630 JW1622	GO:0005886; GO:0016021; GO:0022900; GO:0055085	IPR004338;IPR011303;	Cell inner membrane;Cell membrane;Electron transport;FMN;Flavoprotein;Membrane;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport	KW-0249; KW-0285; KW-0288; KW-0472; KW-0597; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185; KW-1278
Q47622	SAPA_ECOLI	547	b1294 JW1287	GO:0015833; GO:0030288; GO:0043190; GO:1904680	IPR030678;IPR039424;IPR023765;IPR000914;	Periplasm;Reference proteome;Signal;Transport	KW-0574; KW-0732; KW-0813; KW-1185
P62395	SECM_ECOLI	170	b0097 JW5007	GO:0005829; GO:0006417; GO:0042597; GO:0045182	IPR009502;	3D-structure;Cytoplasm;Periplasm;Reference proteome;Signal	KW-0002; KW-0574; KW-0732; KW-0963; KW-1185
P0AG76	SBCD_ECOLI	400	b0398 JW0388	GO:0000014; GO:0003677; GO:0004529; GO:0006260; GO:0006274; GO:0006281; GO:0006310; GO:0008408; GO:1990238	IPR004843;IPR029052;IPR041796;IPR004593;IPR026843;	3D-structure;DNA recombination;DNA replication;Endonuclease;Exonuclease;Hydrolase;Nuclease;Reference proteome	KW-0002; KW-0233; KW-0235; KW-0255; KW-0269; KW-0378; KW-0540; KW-1185
P52045	SCPB_ECOLI	261	b2919 JW2886	GO:0004300; GO:0004492; GO:0005829; GO:0006635; GO:0016831	IPR029045;IPR018376;IPR001753;IPR014748;	3D-structure;Lyase;Reference proteome	KW-0002; KW-0456; KW-1185
P0AC41	SDHA_ECOLI	588	b0723 JW0713	GO:0000104; GO:0005886; GO:0006099; GO:0008177; GO:0009055; GO:0009060; GO:0009061; GO:0045282; GO:0050660	IPR003953;IPR036188;IPR003952;IPR037099;IPR015939;IPR027477;IPR011281;IPR014006;	3D-structure;Acetylation;Cell inner membrane;Cell membrane;Direct protein sequencing;Electron transport;FAD;Flavoprotein;Membrane;Oxidoreductase;Reference proteome;Transport;Tricarboxylic acid cycle	KW-0002; KW-0007; KW-0249; KW-0274; KW-0285; KW-0472; KW-0560; KW-0813; KW-0816; KW-0903; KW-0997; KW-1003; KW-1185
